"기관명","홈페이지주소","오픈일자"
"전라남도교육청 전라남도장흥교육청 교육과","http://www.jnjhe.go.kr","2009-03-27"
"경상북도김천교육청","http://www.gimcheon-e.go.kr","2009-03-27"
"문화체육관광부","http://www.ktv.go.kr","2009-03-27"
"기상청 기상산업정보화국 자료관리서비스팀","http://203.247.66.1271","2009-03-27"
"경기도 광명시","http://www.gm.go.kr","2009-03-27"
"충청남도 청양군","http://council.cheongyang.go.kr","2009-03-27"
"국가정보원","http://www.nis.go.kr","2009-03-27"
"교육과학기술부 교육과학기술연수원 총무과","http://www.moe.go.kr","2009-03-27"
"인천광역시 경제자유구역청","http://www.ifez.go.kr","2009-04-03"
"서울특별시 마포구","http://www.mapo.go.kr","2009-04-03"
"전라북도장수교육청","http://www.jbjse.go.kr","2009-04-03"
"충청남도 금산군","http://www.geumsan.go.kr","2009-04-03"
"방송통신위원회","http://www.kcc.go.kr","2009-04-03"
"보건복지가족부 국립마산병원","http://www.mnth.go.kr","2009-04-10"
"보건복지가족부 국립의료원","http://www.najumh.go.kr","2009-04-10"
"보건복지가족부 국립의료원","http://www.sorokdo.go.kr","2009-04-10"
"대전광역시교육청","http://www.dje.go.kr(중복도메인)","2009-04-10"
"전라북도완주교육청","http://www.jbwje.go.kr","2009-04-10"
"전라북도익산교육청","http://afterschool.jbise.kr","2009-04-10"
"농림수산식품부 국립수산과학원","http://www.nifs.go.kr","2009-04-10"
"전라남도 담양군","http://www.damyang.go.kr","2009-04-17"
"광주광역시 북구","http://bukgu.gwangju.kr","2009-04-17"
"전라북도 정읍시","http://www.jeongeup.go.kr","2009-04-17"
"광주광역시 북구 용봉동 전남대학교","http://arsam.jnu.ac.kr","2009-04-24"
"금융위원회 사무처 금융정책국 산업금융과","http://www.fsc.go.kr","2009-04-24"
"경북지방경찰청 예천경찰서","http://yecheon.gbpolice.go.kr","2009-04-30"
"문화재청 한국전통문화학교 교학처 교무과","http://www.nuch.ac.kr","2009-04-30"
"문화체육관광부 홍보지원국 홍보콘텐츠기획관 정책포털운영과","http://www.korea.kr","2009-05-04"
"충청남도농업기술원","http://www.cnnongup.net","2009-05-04"
"전라북도남원교육청","http://www.jbnwe.kr","2009-05-07"
"인천광역시 서구","http://www.seo.incheon.kr","2009-05-08"
"경상북도 칠곡군","http://www.chilgok.go.kr","2009-05-15"
"강원도 인제군","http://www.inje.go.kr","2009-05-15"
"전라남도 곡성군","http://www.gokseong.go.kr","2009-05-15"
"전라남도완도교육청","http://www.wded.go.kr","2009-05-21"
"통계청","http://www.index.go.kr","2009-05-22"
"충청북도 옥천군 의회사무과","http://www.oc.or.kr","2009-05-22"
"제주특별자치도교육청","http://www.jje.go.kr","2009-05-22"
"서천군농업기술센터","http://www.sc5959.go.kr","2009-05-22"
"충청남도예산교육청","http://www.cnyse.go.kr","2009-05-22"
"강원도 동해시","http://dh.go.kr","2009-05-22"
"강원도 원주시청","http://mail.iwonju.kr","2009-05-22"
"강원도 원주시","http://www.wonju.go.kr","2009-05-22"
"서울특별시교육청","http://everlearning.sen.go.kr","2009-05-22"
"경찰청 제주특별자치도지방경찰청","http://jcg.jjpolice.go.kr","2009-05-29"
"충청남도교육연구정보원","http://www.neis119.kr","2009-05-29"
"강원도 삼척시 총무사회국 총무과","http://www.sccl.go.kr","2009-05-29"
"충청북도교육청 충청북도괴산증평교육청","http://www.cbgje.go.kr","2009-05-29"
"충청남도교육청 충청남도서부평생학습관","http://real.csbl.or.kr","2009-05-29"
"보은도서관","http://www.boeunlib.or.kr","2009-05-29"
"경상남도 밀양시","http://www.miryang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://yeonggwang.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://yeongam.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://haenam.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://bosung.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://damyang.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://gwangyang.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://naju.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://suncheon.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://yeosu.jnsobang.go.kr","2009-05-29"
"전라남도 소방본부 소방행정과","http://mokpo.jnsobang.go.kr","2009-05-29"
"전라남도여수교육청","http://www.yeosuedu.go.kr","2009-05-29"
"태안군농업기술센터","http://www.taeannongup.com","2009-05-29"
"아산시농업기술센터","http://www.asancenter.com","2009-05-29"
"보령시농업기술센터","http://www.boryeong-atc.com","2009-05-29"
"울산광역시농수산물도매시장관리사무소","http://www.ulsanmarket.or.kr","2009-05-29"
"충청북도교육청 충청북도청주교육청","http://cbcje.go.kr","2009-05-29"
"충청남도부여교육청","http://www.cnbye.go.kr","2009-05-29"
"군산시청","http://uprbank.kr","2009-05-29"
"인권국","http://www.hr.go.kr","2009-05-29"
"연제구청","http://www.yjedu.kr","2009-05-29"
"충청북도교육청 중앙도서관 사서과","http://www.cbjalib.go.kr","2009-05-29"
"울산광역시 상수도사업본부","http://water.ulsan.go.kr","2009-05-29"
"제주서부경찰서","http://sb.jjpolice.go.kr","2009-05-29"
"교정본부","http://www.corrections.go.kr","2009-05-29"
"전라북도진안교육청","http://www.jbjae.kr","2009-05-29"
"경찰청 제주특별자치도지방경찰청 제주동부경찰서","http://db.jjpolice.go.kr","2009-05-29"
"경상북도 예천군 행정지원과","http://child.ycg.kr","2009-05-29"
"경상북도 예천군 행정지원과","http://tour.ycg.kr","2009-05-29"
"문화재청","http://700.cha.go.kr","2009-05-29"
"대구광역시 상수도사업본부","http://www.dgwater.go.kr","2009-05-29"
"경상남도 경남도립미술관","http://www.gam.go.kr","2009-05-29"
"전북지방경찰청 순창경찰서","http://sc.jbpolice.go.kr","2009-05-29"
"인천남동경찰서","http://nd.icpolice.go.kr","2009-05-29"
"경기도 의정부시","http://www.ui4u.go.kr","2009-05-29"
"경기도 안양시","http://www.anyang.go.kr","2009-05-29"
"대구광역시 남구","http://nam.daegu.kr","2009-05-29"
"충청북도교육청 충청북도옥천교육청 교육과","http://www.cboce.go.kr","2009-06-01"
"경상북도봉화교육청","http://www.bonghwa-ed.go.kr","2009-06-01"
"경찰청 강원도지방경찰청","http://www.gwpolice.go.kr","2009-06-02"
"통계청 통계정보국 정보서비스과","http://kosis.kr","2009-06-02"
"인천남부경찰서","http://nb.icpolice.go.kr","2009-06-02"
"부산광역시교육청","http://www.pen.go.kr","2009-06-03"
"부산광역시 연제구","http://www.yeonje.go.kr","2009-06-03"
"대전광역시 서구","http://www.seogu.go.kr","2009-06-03"
"충청북도 증평군 행정과","http://tour.jp.go.kr","2009-06-03"
"문화체육관광부","http://www.culture.go.kr","2009-06-03"
"경상남도 남해군","http://www.namhae.go.kr","2009-06-03"
"문화재청","http://jm.cha.go.kr","2009-06-03"
"전라남도 보성군","http://www.boseong.go.kr","2009-06-03"
"국립국어원","http://www.korean.go.kr","2009-06-03"
"경상북도 안동시 정보통신실","http://learning.eandong.net","2009-06-03"
"안동시청","http://photo.andong.go.kr","2009-06-03"
"장흥군청","http://travel.jangheung.go.kr","2009-06-04"
"행정안전부 지방행정국 자치제도기획관 지방공무원과","https://152.99.104.208","2009-06-05"
"서울특별시 성북구","http://www.seongbuk.go.kr","2009-06-05"
"문화체육관광부 국립중앙도서관 자료관리부 국립디지털도서관준비기획단","http://www.dibrary.net","2009-06-05"
"문화체육관광부 도서관정보정책기획단 도서관정책과","http://www.clip.go.kr","2009-06-05"
"서울특별시 동작교육청","http://www.djedu.go.kr","2009-06-05"
"서울특별시강서교육청","http://www.sengs.go.kr","2009-06-05"
"전라남도교육청 전라남도화순교육청 교육과","http://www.hsed.or.kr","2009-06-05"
"국토해양부 인천지방해양항만청","http://www.portincheon.go.kr","2009-06-05"
"경상남도 창녕군","http://www.cng.go.kr","2009-06-05"
"부산광역시교육청","http://bukbu.pen.go.kr","2009-06-05"
"울산광역시 동구","http://www.donggu-council.ulsan.kr","2009-06-05"
"서울특별시 도봉구","http://www.dobong.go.kr","2009-06-05"
"울산광역시 중구 기획감사실","http://happynet.junggu.ulsan.kr","2009-06-05"
"경상북도 영주시","http://www.yeongju.go.kr","2009-06-05"
"경기도 김포시","http://www.gimpo.go.kr","2009-06-05"
"대구광역시 북구 문화예술회관","http://www.bukarts.org","2009-06-08"
"대구광역시 달성군","http://www.dalseong.daegu.kr","2009-06-08"
"영천교육청","http://www.y1000-e.go.kr","2009-06-08"
"경상북도영주교육청","http://www.yeongju-ed.go.kr","2009-06-08"
"대구광역시 북구","http://buk.daegu.kr","2009-06-08"
"경기도 수원시 팔달구 총무과","http://paldal.suwon.go.kr","2009-06-08"
"전라남도 화순군","https://www.hwasun.go.kr","2009-06-08"
"부산대학교","http://www.pusan.ac.kr","2009-06-08"
"강원도 영월군","http://yw.go.kr","2009-06-08"
"대구광역시남부교육청","http://www.dgnbe.go.kr","2009-06-08"
"경상북도교육청 경상북도고령교육청","http://www.kbgre.go.kr","2009-06-08"
"경찰청 경찰종합학교 운영지원과","http://www.pti.go.kr","2009-06-08"
"인천광역시 강화군","http://council.ganghwa.incheon.kr","2009-06-09"
"부산광역시 수영구 총무국 총무과","http://sso.suyeong.go.kr","2009-06-09"
"부산광역시 중구","http://www.bsjunggu.go.kr","2009-06-09"
"경상남도함안교육청 함안도서관","http://www.hamanlib.or.kr","2009-06-09"
"경상북도의성교육청","http://www.kbused.go.kr","2009-06-09"
"강원도 양양군","http://www.yangyang.go.kr","2009-06-09"
"창원시 시립도서관","http://www.cwcl.or.kr","2009-06-09"
"경상북도 예천군 행정지원과","http://city.ycg.kr","2009-06-09"
"충청남도 논산시","http://www.nonsan.go.kr","2009-06-09"
"소방방재청 중앙119구조대","http://www.rescue.go.kr","2009-06-09"
"대구광역시 중구","http://www.jung.daegu.kr","2009-06-09"
"경상남도 통영시 공보정보담당관","http://www.utour.go.kr","2009-06-10"
"경상남도 여성능력개발센터","http://women.gsnd.net","2009-06-10"
"전라북도 군산시 정보통신담당관","http://www.geis.kr","2009-06-10"
"경상남도 합천군 의회사무과","http://www.hccl.go.kr","2009-06-10"
"경상남도교육청 교육국 평생직업교육과","http://www.gne.go.kr","2009-06-10"
"서산시농업기술센터","http://www.ss5959.kr","2009-06-10"
"경상남도하동교육청","http://www.gnhde.go.kr","2009-06-10"
"부산광역시 북구","http://www.bsbukgu.go.kr","2009-06-10"
"경상남도양산교육청","http://www.eduys.or.kr","2009-06-10"
"경남 통영시","http://my.tongyeong.go.kr","2009-06-10"
"대구광역시립중앙도서관","http://www.tglnet.or.kr","2009-06-10"
"지식경제부 우정사업본부","http://www.koreapost.go.kr","2009-06-11"
"충청남도 당진군","http://www.djecs.go.kr/djpool","2009-06-11"
"충청남도 당진군","http://www.djecs.go.kr/djlib","2009-06-11"
"충청남도 서천군","http://www.hansanmosi.kr","2009-06-11"
"충청남도 서천군","http://www.scouncil.go.kr","2009-06-11"
"부산광역시교육청","http://child.pen.go.kr","2009-06-11"
"울산광역시교육청 울산광역시교육과학연구원","http://www.ulsanedu.kr","2009-06-11"
"충청북도교육청 충청북도충주교육청 교육과","http://www.cbchje.go.kr","2009-06-11"
"충청남도 보령시","http://www.boryeong.chungnam.kr","2009-06-11"
"경기도 수원시 장안구 총무과","https://jangan.suwon.go.kr","2009-06-11"
"전라북도 무주군","http://www.muju.go.kr","2009-06-11"
"경상북도 농업기술원","http://www.gba.go.kr","2009-06-11"
"충청북도 영동군청","http://www.yeongdong-council.or.kr","2009-06-11"
"경기도 부천시","http://sso.bucheon.go.kr","2009-06-12"
"전라남도 함평군","http://www.hampyeong.go.kr/","2009-06-15"
"울산광역시교육청 울산광역시강북교육청","http://www.usgbe.go.kr","2009-06-15"
"충청남도 예산군청","http://edulife.yesan.go.kr","2009-06-15"
"전라남도 장흥군","http://www.jhwater.kr","2009-06-16"
"광주광역시 상수도사업본부 업무부 요금과","http://water.gjcity.net","2009-06-16"
"경찰수사연수원","http://www.kpia.go.kr","2009-06-16"
"충청남도교육청 충청남도서산교육청 학무과","http://www.cnssed.go.kr","2009-06-16"
"광주광역시립도서관","http://www.citylib.gwangju.kr","2009-06-16"
"강원도 양양군","http://tour.yangyang.go.kr","2009-06-17"
"문화재청 국립문화재연구소","http://www.bch.go.kr","2009-06-17"
"부산광역시","http://hrd.busan.go.kr","2009-06-17"
"전라북도 완주군","http://www.wanju.go.kr","2009-06-17"
"경상북도 영양군","http://www.yyg.go.kr","2009-06-17"
"문화재청 국립문화재연구소","http://www.cch.go.kr","2009-06-18"
"문화재청 국립문화재연구소","http://www.gch.go.kr","2009-06-18"
"경기도 안성시","http://www.anseong.go.kr","2009-06-18"
"경기도 평택시","http://www.pyeongtaek.go.kr","2009-06-19"
"충청남도 서산시","http://sso.seosan.go.kr","2009-06-19"
"문화재청 국립문화재연구소","http://www.jch.go.kr","2009-06-19"
"문화재청 국립문화재연구소","http://www.ncp.go.kr","2009-06-19"
"경기도 용인시","http://www.yonginsi.net","2009-06-19"
"경상남도 양산시","http://www.yscouncil.go.kr","2009-06-19"
"전라남도교육청 전라남도해남교육청 교육과","http://www.jnhned.go.kr","2009-06-19"
"충청북도 음성군","http://www.esart.kr","2009-06-22"
"경상북도 의성군","http://health.usc.go.kr","2009-06-22"
"전라남도교육청 나주공공도서관","http://www.najulib.or.kr","2009-06-22"
"충청남도태안교육청","http://www.cntae.go.kr","2009-06-23"
"서울지방경찰청","http://www.smpa.go.kr","2009-06-24"
"충청남도 계룡시","http://www.gyeryong.go.kr","2009-06-24"
"울산광역시교육청","http://www.usgne.go.kr","2009-06-25"
"제주특별자치도교육청","http://eduland.jje.go.kr","2009-06-25"
"충청북도교육청 충청북도진천교육청 교육과","http://www.cbjce.go.kr","2009-06-25"
"경기도 남양주시","http://hope.nyj.go.kr","2009-06-26"
"경기도 성남시","http://www.seongnam.go.kr","2009-06-26"
"경상북도청도교육청","http://www.cheongdo-e.go.kr","2009-06-26"
"강원도 화천군","http://www.ihc.go.kr","2009-06-26"
"경기도 포천시","https://www.pocheon.go.kr","2009-06-26"
"충청북도 정책관리실 정보화담당관","http://council.chungbuk.kr","2009-06-26"
"대전광역시교육청 대전광역시서부교육청","http://www.djsbe.go.kr","2009-06-29"
"경상남도 경남도립남해대학","http://www.namhae.ac.kr","2009-06-29"
"경기도 소방재난본부 재난대응과","http://www.fire.sc.kr","2009-06-29"
"인천광역시교육청 인천광역시중앙도서관","http://ijlib.or.kr","2009-07-01"
"충청북도 보은군","http://council.boeun.go.kr","2009-07-01"
"충청남도공주교육청","http://www.cngje.go.kr","2009-07-01"
"강릉대학교","http://wonju.gwnu.ac.kr","2009-07-01"
"충청북도 보은군","http://health.boeun.go.kr","2009-07-02"
"충청북도 보은군","http://sisul.boeun.go.kr","2009-07-02"
"충청북도 보은군","http://water.boeun.go.kr","2009-07-02"
"전라남도 함평군 자치행정과","http://www.inabishop.com","2009-07-02"
"문화재청","http://sejong.cha.go.kr","2009-07-02"
"교육과학기술부 국립특수교육원","http://www.nise.go.kr","2009-07-03"
"경기도 용인시","http://educity.yonginsi.net","2009-07-03"
"경기도 용인시","http://ye.yonginsi.net","2009-07-03"
"충청북도 제천시","http://www.jcsudo.go.kr","2009-07-03"
"경상남도합천교육청","http://www.gnhce.go.kr","2009-07-03"
"전라북도 정읍시","http://www.jeongeuplib.or.kr","2009-07-06"
"인천광역시교육청 인천광역시서구도서관","http://www.sgl.go.kr","2009-07-06"
