,기관명,홈페이지주소,오픈일자,오픈연도
3641,충청북도교육청 충청북도학생교육문화원,http://www.cbsec.go.kr,2014-08-21,2014 연도
3642,경기도 의왕시,http://uwlib.or.kr,2014-08-21,2014 연도
3643,경기도교육청 경기도부천교육청 상미초등학교,http://sangmi.es.kr,2014-08-21,2014 연도
3644,경기도 이천시 농업기술센터,http://www.iatc.or.kr,2014-08-28,2014 연도
3645,서울특별시 강서구,http://www.gskids.or.kr,2014-08-28,2014 연도
3646,보건복지가족부,http://cpms.childcare.go.kr,2014-08-28,2014 연도
3647,전라남도 보성군,http://festival.boseong.go.kr,2014-08-28,2014 연도
3648,대한상공회의소,http://license.korcham.net,2014-08-28,2014 연도
3649,한국우편물류지원단,http://www.pola.or.kr,2014-09-04,2014 연도
3650,대전광역시 서구 의회사무국,http://www.seogucouncil.daejeon.kr,2014-09-04,2014 연도
3651,강원도 고성군,http://council.goseong.org,2014-09-04,2014 연도
3652,경기도교육청 경기도광주하남교육청,http://msgb.es.kr,2014-09-04,2014 연도
3653,광주광역시교육청,http://enews.gen.go.kr,2014-09-04,2014 연도
3654,충청북도 단양군 의회사무과,http://www.dycc.net,2014-09-04,2014 연도
3655,한국교육개발원,http://manage.wee.go.kr,2014-09-04,2014 연도
3656,경기도 고양시,http://apt.goyang.go.kr,2014-09-04,2014 연도
3657,한국생산성본부,http://smhrd.kpc.or.kr,2014-09-04,2014 연도
3658,대법원 법원행정처,http://pro-se.scourt.go.kr,2014-09-04,2014 연도
3659,대법원 법원행정처,http://ecfs.scourt.go.kr,2014-09-04,2014 연도
3660,중앙선거관리위원회,http://museum.nec.go.kr,2014-09-04,2014 연도
3661,전라남도 해남군,http://council.haenam.go.kr,2014-09-11,2014 연도
3662,충청북도 충주시,http://toji.cj100.net,2014-09-12,2014 연도
3663,교육부,http://www.ggoomgil.go.kr,2014-09-18,2014 연도
3664,경기도교육청 하남고등학교,http://www.hanam.hs.kr,2014-09-18,2014 연도
3665,경상북도 영주시,http://council.yeongju.go.kr,2014-09-25,2014 연도
3666,안동시시설관리공단,http://www.danhosand.or.kr,2014-09-25,2014 연도
3667,경기도교육청 경기도성남교육청 성남서초등학교,http://www.seongnamseo.es.kr,2014-10-02,2014 연도
3668,서울특별시 마포구,http://lll.mapo.go.kr,2014-10-02,2014 연도
3669,충청남도 청양군,http://www.cylove.kr,2014-10-02,2014 연도
3670,해양수산부 국립수산과학원,http://www.sealife.go.kr,2014-10-16,2014 연도
3671,통일부,http://library.unikorea.go.kr,2014-10-16,2014 연도
3672,문화체육관광부 국립중앙도서관,http://edu.nl.go.kr,2014-10-16,2014 연도
3673,전라남도 목포시,http://www.mokpocitylib.or.kr,2014-10-16,2014 연도
3674,전라북도 김제시,http://refarm.gimje.go.kr,2014-10-16,2014 연도
3675,별정우체국연합회,http://cs.popa.or.kr,2014-10-16,2014 연도
3676,경기도 부천시,http://ojeongleports.bucheon.go.kr,2014-10-16,2014 연도
3677,경기도교육청 경기도평택교육청,http://www.chijang.es.kr,2014-10-16,2014 연도
3678,충청남도 예산군,http://www.ysplib.go.kr,2014-10-16,2014 연도
3679,문화체육관광부,http://csv.culture.go.kr,2014-10-23,2014 연도
3680,서울특별시,http://cleanair.seoul.go.kr,2014-10-23,2014 연도
3681,경상북도 구미시,http://www.gumissyouth.net,2014-10-23,2014 연도
3682,울산광역시 동구,http://library.donggu.ulsan.kr,2014-10-23,2014 연도
3683,제주국제자유도시개발센터,http://jdc-jam.com,2014-10-23,2014 연도
3684,경희대학교,http://cce.khu.ac.kr,2014-10-23,2014 연도
3685,경기도 이천시,http://tour.icheon.go.kr,2014-10-30,2014 연도
3686,경기도 광명시,http://parent.gm.go.kr,2014-10-30,2014 연도
3687,경기도교육청 경기도부천교육청 부천북중학교,http://puk.ms.kr,2014-10-30,2014 연도
3688,경기도교육청 경기도군포의왕교육청,http://www.tundae.es.kr,2014-11-06,2014 연도
3689,한국희귀의약품센타,http://www.kodc.or.kr,2014-11-06,2014 연도
3690,경기도 광명시,http://bigclean.gm.go.kr,2014-11-06,2014 연도
3691,한국출판문화산업진흥원,http://inmunac-kpipa.or.kr,2014-11-06,2014 연도
3692,보건복지가족부 질병관리본부,http://nip.cdc.go.kr,2014-11-06,2014 연도
3693,통일부,http://unifuture.unikorea.go.kr,2014-11-13,2014 연도
3694,전라북도 완주군,http://englib.wanju.go.kr,2014-11-13,2014 연도
3695,경상북도 포항시,http://phlib.or.kr,2014-11-13,2014 연도
3696,전라북도 부안군,http://www.buanlibrary.or.kr,2014-11-13,2014 연도
3697,서울특별시교육청,http://food.sen.go.kr,2014-11-13,2014 연도
3698,강원도 원주시,http://tourism.wonju.go.kr,2014-11-27,2014 연도
3699,인사혁신처,http://www.mpm.go.kr,2014-12-05,2014 연도
3700,헌법재판소,http://law.ccourt.go.kr,2014-12-11,2014 연도
3701,부산광역시교육청 부산광역시교육연구정보원,http://talent.busanedu.net,2014-12-18,2014 연도
3702,부산광역시 시립미술관,http://art.busan.go.kr,2014-12-24,2014 연도
3703,한국산업기술진흥원,http://globalchamp.or.kr,2014-12-24,2014 연도
3704,기타,http://www.ygpa.or.kr,2014-12-24,2014 연도
3705,서울특별시 중랑구,http://www.jungnanglib.seoul.kr,2014-12-24,2014 연도
3706,광주광역시 북구,http://edu.bukgu.gwangju.kr,2014-12-24,2014 연도
3707,충청북도 음성군,http://council.es21.net,2014-12-24,2014 연도
3708,강원도 강릉시,http://gnhc.gn.go.kr,2015-01-08,2015 연도
3709,경상남도 합천군,http://masilro.hc.go.kr,2015-01-08,2015 연도
3710,한국환경공단,http://www.jeongseon.or.kr,2015-01-08,2015 연도
3711,한국환경공단,http://www.yeongwol.or.kr,2015-01-08,2015 연도
3712,경기도 광명시,http://tour.gm.go.kr,2015-01-15,2015 연도
3713,강남구도시관리공단,http://kn.park119.net,2015-01-15,2015 연도
3714,울산광역시 중구 건설도시국 교통행정과,http://park.junggu.ulsan.kr,2015-01-15,2015 연도
3715,송파구시설관리공단,http://songpa.park119.co.kr/user/index.aspx,2015-01-15,2015 연도
3716,충청북도 영동군,http://ydbb.yd21.go.kr,2015-01-22,2015 연도
3717,강원도 원주시,http://happy.wonju.go.kr,2015-01-22,2015 연도
3718,서울특별시 은평구,http://museum.ep.go.kr,2015-01-22,2015 연도
3719,여성가족부,https://idolbom.mogef.go.kr,2015-01-22,2015 연도
3720,기장군도시관리공단,http://worldcup.gijangcmc.or.kr,2015-01-29,2015 연도
3721,구로구시설관리공단,http://www.parkguro.or.kr,2015-01-29,2015 연도
3722,서울특별시 서초구 건설교통국 주차관리과,http://seocho.park119.or.kr,2015-01-29,2015 연도
3723,서울특별시노원구시설관리공단,http://nowon.park119.or.kr,2015-02-05,2015 연도
3724,환경부,http://eais.me.go.kr,2015-02-12,2015 연도
3725,충청북도 괴산군,http://www.gsyuginong.com,2015-02-12,2015 연도
3726,광주광역시 서구,http://www.seogu.gwangju.kr/seogubj,2015-02-12,2015 연도
3727,전라남도,http://jninjae.or.kr,2015-02-12,2015 연도
3728,성남도시개발공사,http://park.isdc.co.kr,2015-02-12,2015 연도
3729,종로구시설관리공단,http://jongno.park119.co.kr,2015-02-12,2015 연도
3730,서울특별시강동구도시관리공단,http://park.igangdong.or.kr,2015-02-12,2015 연도
3731,대구광역시교육청 대구광역시교육연수원,http://gstation.dggec.kr,2015-02-24,2015 연도
3732,서울특별시,http://www.seoulmaeul.org,2015-02-24,2015 연도
3733,한국환경산업기술원,http://greencrm.keiti.re.kr,2015-03-03,2015 연도
3734,경기도 시흥시,http://bike.siheung.go.kr,2015-03-03,2015 연도
3735,경기도교육청 경기도교육정보기록원,http://edup.goe.go.kr,2015-03-10,2015 연도
3736,경기도교육청 경기도양평교육청 용문중학교,http://www.ym.ms.kr,2015-03-16,2015 연도
3737,경기도교육청 경기도양평교육청 양동중학교,http://www.ypyd.ms.kr,2015-03-16,2015 연도
3738,대한법률구조공단,http://recruit.klac.or.kr,2015-03-16,2015 연도
3739,대한지적공사,http://ebid.lx.or.kr,2015-03-16,2015 연도
3740,충청남도교육청 충청남도천안교육청,http://after.cncae.go.kr,2015-03-23,2015 연도
3741,한국산업기술진흥원,http://www.jobrestart.net,2015-03-23,2015 연도
3742,한국보건의료연구원,http://nhta.neca.re.kr,2015-03-23,2015 연도
3743,한국산업기술진흥원,http://www.worldclass300.or.kr,2015-03-23,2015 연도
3744,문화체육관광부 국립중앙박물관,http://curator.emuseum.go.kr,2015-03-30,2015 연도
3745,국민안전처,https://www.safetyguard.kr,2015-03-30,2015 연도
3746,울산광역시교육청 울산광역시교육과학연구원,http://us.ulsanedu.kr,2015-04-06,2015 연도
3747,강원도 춘천시,http://clean.chuncheon.go.kr,2015-04-06,2015 연도
3748,충청남도 부여군,http://tour.buyeo.go.kr,2015-04-06,2015 연도
3749,경기도교육청 경기도성남교육청,http://www.dochon.kg.kr,2015-04-13,2015 연도
3750,경상남도교육청,http://www.gnise.kr,2015-04-13,2015 연도
3751,경기도교육청 경기도성남교육청 송림중학교,http://www.songlimms.net,2015-04-21,2015 연도
3752,인천국제공항공사,http://tsp.airport.kr,2015-04-21,2015 연도
3753,소방방재청,http://www.safepeople.go.kr,2015-04-21,2015 연도
3754,강원도 강릉시,http://www.gntoy.or.kr,2015-04-28,2015 연도
3755,한밭대학교,http://placement.hanbat.ac.kr,2015-04-28,2015 연도
3756,광주광역시교육청,http://bookmarathon.gen.go.kr,2015-04-28,2015 연도
3757,기타,http://www.jejujlpt.or.kr,2015-04-28,2015 연도
3758,경기도,http://youth.gjcity.go.kr,2015-04-28,2015 연도
3759,부산광역시,http://etax.busan.go.kr,2015-05-06,2015 연도
3760,부산광역시 강서구,http://lll.bsgangseo.go.kr,2015-05-06,2015 연도
3761,서울신용보증재단,http://www.seoulsbdc.or.kr,2015-05-06,2015 연도
3762,농림축산식품부 농림축산검역본부,http://www.pqis.go.kr,2015-05-13,2015 연도
3763,한국교원대학교,http://tcie.knue.ac.kr,2015-05-13,2015 연도
3764,서울대학교,http://aerospace.snu.ac.kr,2015-05-27,2015 연도
3765,산림청,http://carbonregistry.forest.go.kr,2015-05-27,2015 연도
3766,한국광기술원,http://www.kopti.re.kr,2015-05-28,2015 연도
3767,한국교육과정평가원,http://alba.kice.re.kr,2015-05-28,2015 연도
3768,충청북도 옥천군,http://ocmc.oc.go.kr,2015-05-28,2015 연도
3769,강원도 인제군,http://sum.inje.go.kr,2015-06-02,2015 연도
3770,통계청,http://www.census.go.kr,2015-06-02,2015 연도
3771,기타,http://www.seis.or.kr,2015-06-02,2015 연도
3772,기타,http://lib.seoul.go.kr,2015-06-09,2015 연도
3773,경기도교육청 경기-기타학교,http://www.bp.es.kr,2015-06-09,2015 연도
3774,전라북도 김제시 의회사무국,http://council.gimje.go.kr,2015-06-09,2015 연도
3775,부산광역시 기장군,http://jgchildlib.gijang.go.kr:8085,2015-06-16,2015 연도
3776,&#40;재&#41;한국농림수산정보센터,http://www.agriwork.kr,2015-06-16,2015 연도
3777,경상북도 포항시,http://forest.ipohang.org,2015-06-23,2015 연도
3778,국방부,http://data.mnd.go.kr,2015-06-23,2015 연도
3779,대법원 법원행정처,http://www.courtauction.go.kr,2015-06-23,2015 연도
3780,국방부,http://www.armywelfaregolf.mil.kr,2015-06-30,2015 연도
3781,경기도교육청 경기도평택교육청 평일초등학교,http://pyung-il.es.kr,2015-06-30,2015 연도
3782,전라북도 도립국악원,http://kukakwon.jb.go.kr,2015-07-07,2015 연도
3783,경상남도교육청 경상남도교육연구정보원,http://gsmen.gne.go.kr,2015-07-14,2015 연도
3784,경기도교육청 경기도평택교육청 현일초등학교,http://hyunil.es.kr,2015-07-14,2015 연도
3785,대전광역시,http://dcu.dile.or.kr,2015-07-21,2015 연도
3786,경기도교육청 경기도평택교육청 평택초등학교,http://www.pyongtaek.es.kr,2015-07-21,2015 연도
3787,한국수자원공사,http://land.kwater.or.kr,2015-07-21,2015 연도
3788,충청북도 영동군,http://gugak.yd21.go.kr,2015-07-27,2015 연도
3789,식품의약품안전처,http://www.foodsafetykorea.go.kr,2015-07-27,2015 연도
3790,국토해양부,http://bosang.nsdis.go.kr,2015-07-27,2015 연도
3791,기획재정부,http://www.openfiscaldata.go.kr,2015-07-27,2015 연도
3792,국토해양부,http://www.newjijuk.go.kr,2015-07-27,2015 연도
3793,전라남도교육청 전라남도순천교육청,http://happyedu.sce.go.kr,2015-08-04,2015 연도
3794,(재)한국농림수산정보센터,http://data.mafra.go.kr,2015-08-04,2015 연도
3795,서울특별시 노원구,http://nwscc.or.kr,2015-08-04,2015 연도
3796,농촌진흥청,http://atis.rda.go.kr,2015-08-04,2015 연도
3797,한국환경공단,http://www.mecar.or.kr,2015-08-11,2015 연도
3798,통계청,http://kssc.kostat.go.kr,2015-08-11,2015 연도
3799,부산광역시교육청,http://emot.pen.go.kr,2015-08-18,2015 연도
3800,서울특별시 서울대공원관리사업소,http://grandpark.seoul.go.kr,2015-08-18,2015 연도
3801,서울특별시 송파구,http://www.splib.or.kr,2015-08-18,2015 연도
3802,한국환경공단,http://www.srf-info.or.kr,2015-08-25,2015 연도
3803,세종특별자치시,http://tax.sejong.go.kr,2015-08-25,2015 연도
3804,충청북도 옥천군,http://ocjh.oc.go.kr,2015-09-01,2015 연도
3805,기타,http://www.scnc.go.kr,2015-09-01,2015 연도
3806,경기도교육청 경기도평택교육청 송탄중학교,http://songtan.ms.kr,2015-09-01,2015 연도
3807,한국생산성본부,http://icdl.or.kr,2015-09-01,2015 연도
3808,건강보험심사평가원,http://opendata.hira.or.kr/home.do,2015-09-08,2015 연도
3809,경상북도교육청 경상북도상주교육청,http://www.sangju-e.go.kr,2015-09-08,2015 연도
3810,해양수산부,http://stat.mof.go.kr,2015-09-08,2015 연도
3811,서울특별시,http://cleanup.seoul.go.kr,2015-09-08,2015 연도
3812,부산광역시교육청 부산광역시교육연구정보원,http://westudy.busanedu.net,2015-09-15,2015 연도
3813,서울특별시 노원구,http://www.nise.kr,2015-09-15,2015 연도
3814,경기도교육청 경기도수원교육청 화홍중학교,http://hwahong.ms.kr,2015-09-22,2015 연도
3815,전라남도,http://www.hpcouncil.go.kr,2015-09-22,2015 연도
3816,전라남도,http://solarsalt.jeonnam.go.kr,2015-09-22,2015 연도
3817,경기도교육청 경기도수원교육청 고현초등학교,http://go-hyun.es.kr,2015-09-30,2015 연도
3818,강원도 강릉시,http://gnart.gn.go.kr,2015-09-30,2015 연도
3819,국민안전처 해양경비안전교육원,http://cc.kcg.go.kr,2015-09-30,2015 연도
3820,한국지역정보개발원,http://www.localdata.kr,2015-09-30,2015 연도
3821,경기도교육청 경기도수원교육청 매탄중학교,http://maetan.ms.kr,2015-10-06,2015 연도
3822,경찰청,http://crims.police.go.kr,2015-10-06,2015 연도
3823,기장군도시관리공단,http://welfare.gijangcmc.or.kr,2015-10-06,2015 연도
3824,서울특별시,http://job.seoul.go.kr,2015-10-06,2015 연도
3825,경기도교육청 경기도수원교육청 정자초등학교,http://jungja.es.kr,2015-10-13,2015 연도
3826,강원도,http://trade.gwd.go.kr,2015-10-13,2015 연도
3827,충청남도 서산시,http://culture.seosan.go.kr,2015-10-13,2015 연도
3828,울산광역시 동구,http://photo.donggu.ulsan.kr,2015-10-20,2015 연도
3829,광주광역시,http://518archives.go.kr,2015-10-20,2015 연도
3830,인천광역시 중구,http://artcenter.icjg.go.kr,2015-10-20,2015 연도
3831,경기도교육청 경기도교육정보기록원,http://goeia.go.kr,2015-10-27,2015 연도
3832,기장군도시관리공단,http://nosasa.gijangcmc.or.kr,2015-10-27,2015 연도
3833,구미1대학,http://gumi.ac.kr,2015-10-27,2015 연도
3834,대전광역시 한밭도서관,http://www.u-library.kr,2015-11-03,2015 연도
3835,경기도,http://traffic.uiwang.go.kr,2015-11-03,2015 연도
3836,충청북도교육청,http://exp.cbiedu.go.kr,2015-11-03,2015 연도
3837,충청남도 공주시,http://www.gongju.go.kr,2015-11-06,2015 연도
3838,서울특별시 구로구,http://study.guro.go.kr,2015-11-10,2015 연도
3839,전라남도 나주시,http://mall.naju.go.kr,2015-11-10,2015 연도
3840,여성가족부,http://www.sexoffender.go.kr,2015-11-11,2015 연도
3841,서울특별시교육청,http://www.sen.go.kr/crezone,2015-11-18,2015 연도
3842,학교법인한국폴리텍,http://www.kopo.ac.kr,2015-11-18,2015 연도
3843,서울특별시 서울시립대학교,http://portal.uos.ac.kr,2015-11-18,2015 연도
3844,전라남도 화순군,http://healingfood.hwasun.go.kr,2015-11-25,2015 연도
3845,농림수산식품부,http://rnd.ipet.re.kr/ipetUsr/index.jsp,2015-11-25,2015 연도
3846,경기도교육청 경기도용인교육청,http://www.saebit.es.kr,2015-12-03,2015 연도
3847,경기도교육청 경기도성남교육청 운중초등학교,http://www.uj.es.kr,2015-12-09,2015 연도
3848,서울특별시 광진구,http://m.gwangjin.go.kr,2015-12-09,2015 연도
3849,경상남도 고성군,http://www.goseong.go.kr,2015-12-21,2015 연도
3850,경기도 용인시,http://sotong.yongin.go.kr,2015-12-22,2015 연도
3851,경기도교육청 경기도수원교육청 남수원초등학교,http://namsuwon.es.kr,2015-12-22,2015 연도
3852,경찰청,http://www.nuricops.org,2015-12-22,2015 연도
3853,대구광역시 달성군 시설관리사업소,http://www.dssiseol.or.kr,2016-01-06,2016 연도
3854,한국전문대학교육협의회,http://www.kcce.or.kr,2016-01-06,2016 연도
3855,대림대학,http://pt.daelim.ac.kr,2016-01-06,2016 연도
3856,기타,http://www.swbank.kr,2016-01-13,2016 연도
3857,경기도교육청 경기도성남교육청 한솔초등학교,http://www.shs.es.kr,2016-01-13,2016 연도
3858,중소기업청,http://www.k-startup.go.kr,2016-01-18,2016 연도
3859,교원소청심사위원회,http://www.ace.go.kr,2016-01-18,2016 연도
3860,경기도 동두천시,http://lib.ddc.go.kr,2016-01-25,2016 연도
3861,경상북도 울진군,http://www.jblib.or.kr,2016-01-25,2016 연도
3862,국방부 국방부전산정보관리소,http://www.jcs.mil.kr,2016-01-25,2016 연도
3863,경기도 동두천시,http://edu.ddc.go.kr,2016-02-01,2016 연도
3864,충청남도 홍성군,http://hs1000road.or.kr,2016-02-01,2016 연도
3865,기타,http://research.khealth.or.kr,2016-02-01,2016 연도
3866,부산광역시 소방본부,http://cpr.busan.go.kr,2016-02-12,2016 연도
3867,식품의약품안전처,http://drugrelief.mfds.go.kr,2016-02-12,2016 연도
3868,전라북도 완주군,http://talktalk.wanju.go.kr,2016-02-12,2016 연도
3869,한국산업기술진흥원,http://greencertif.or.kr,2016-02-12,2016 연도
3870,서울특별시 용산구,http://www.celc.go.kr,2016-02-22,2016 연도
3871,서울특별시 용산구,http://www.yelc.go.kr,2016-02-22,2016 연도
3872,전라북도교육청,http://change.jbe.go.kr,2016-02-26,2016 연도
3873,한국인터넷진흥원,http://www.eprivacy.go.kr,2016-02-26,2016 연도
3874,경기도,http://kgfarm.gg.go.kr,2016-02-26,2016 연도
3875,여성가족부,http://www.youth.go.kr,2016-02-26,2016 연도
3876,충청북도 음성군,http://eumseong.go.kr,2016-03-04,2016 연도
3877,충청북도 청주시 평생교육원 청주시립도서관,http://library.cheongju.go.kr,2016-03-04,2016 연도
3878,경기도 성남시,http://www.wiryejoongang.ms.kr,2016-03-11,2016 연도
3879,농촌진흥청,http://ncpms.rda.go.kr,2016-03-11,2016 연도
3880,한국환경산업기술원,http://soil.keiti.re.kr,2016-03-11,2016 연도
3881,경상북도 경산시,http://lll.gbgs.go.kr,2016-03-11,2016 연도
3882,방송통신위원회,http://kcmf-seoul.or.kr,2016-03-18,2016 연도
3883,경기도교육청 경기도양평교육청,http://www.ypk.kg.kr,2016-03-18,2016 연도
3884,인사혁신처 중앙공무원교육원 교수부 스마트교육과,http://www.nhi.go.kr,2016-03-18,2016 연도
3885,한국산업기술진흥원,https://www.ntb.kr,2016-03-25,2016 연도
3886,서울대학교병원,http://mrcc.snuh.org,2016-03-25,2016 연도
3887,충청북도 제천시 행정복지국 정보통신과,http://tour.jecheon.go.kr,2016-03-25,2016 연도
3888,경상북도 보건복지여성국,http://happymap.gb.go.kr,2016-04-01,2016 연도
3889,국방부,http://mndkids.mnd.go.kr,2016-04-01,2016 연도
3890,교육부 국립특수교육원 정보지원과,http://sonsori.nise.go.kr,2016-04-01,2016 연도
3891,재단법인경기복지미래재단,http://well-learn.or.kr,2016-04-08,2016 연도
3892,한국광해관리공단,http://www.mireco.or.kr,2016-04-08,2016 연도
3893,국민안전처 해양경비안전교육원 교육지원과,http://edu.kcga.go.kr,2016-04-08,2016 연도
3894,식품의약품안전처,http://hutis.mfds.go.kr,2016-04-08,2016 연도
3895,경기도 성남시,http://www.wiryepureun.es.kr,2016-04-15,2016 연도
3896,경기도 성남시,http://www.eunsol.kg.kr,2016-04-15,2016 연도
3897,전라북도,http://tour.jb.go.kr,2016-04-15,2016 연도
3898,인천항만공사,http://scon.icpa.or.kr,2016-04-15,2016 연도
3899,한국보건복지인력개발원,https://www.kohi.or.kr,2016-04-15,2016 연도
3900,서울특별시,http://www.sdtt.or.kr,2016-04-22,2016 연도
3901,국토교통부,https://gs.necgis.go.kr,2016-04-22,2016 연도
3902,경기도 성남시,http://www.whb.es.kr,2016-04-22,2016 연도
3903,경기도교육청 경기도광주하남교육청,http://hanhol.es.kr,2016-04-29,2016 연도
3904,한국해양수산개발원,http://www.kmi.re.kr,2016-04-29,2016 연도
3905,문화체육관광부 해외문화홍보원,http://www.factsaboutkorea.go.kr,2016-04-29,2016 연도
3906,서울특별시,http://traffic.jongno.go.kr,2016-04-29,2016 연도
3907,광주광역시 문화예술회관,http://gjart.gwangju.go.kr,2016-05-04,2016 연도
3908,국민생활체육협의회,http://portal.sportal.or.kr,2016-05-04,2016 연도
3909,한국체육산업개발주식회사,http://olympicpark.kspo.or.kr,2016-05-13,2016 연도
3910,광주광역시교육청,http://english.gen.go.kr,2016-05-13,2016 연도
3911,광주광역시교육청,http://food.gen.go.kr,2016-05-13,2016 연도
3912,광주광역시교육청,http://hakbumo.gen.go.kr,2016-05-20,2016 연도
3913,광주광역시교육청,http://history.gen.go.kr,2016-05-20,2016 연도
3914,광주광역시교육청,http://7th.gen.go.kr,2016-05-20,2016 연도
3915,광주광역시교육청,http://cae.gen.go.kr,2016-05-20,2016 연도
3916,광주광역시교육청,http://clubsports.gen.go.kr,2016-05-20,2016 연도
3917,광주광역시교육청,http://family.gen.go.kr,2016-05-20,2016 연도
3918,광주광역시교육청,http://reading.gen.go.kr,2016-05-20,2016 연도
3919,광주광역시교육청,http://sesc.gen.go.kr,2016-05-20,2016 연도
3920,광주광역시교육청,http://newschool.gen.go.kr,2016-05-20,2016 연도
3921,광주광역시교육청,http://gjedufare.gen.go.kr,2016-05-20,2016 연도
3922,광주광역시교육청,http://nanum.gen.go.kr,2016-05-20,2016 연도
3923,(재)한국농림수산정보센터,http://www.kfoodjob.kr,2016-05-20,2016 연도
3924,한국과학기술정보연구원,https://webedu.ksc.re.kr,2016-05-20,2016 연도
3925,경기도 성남시,http://www.snseo.ms.kr,2016-05-27,2016 연도
3926,기타,http://www.iig.go.kr,2016-05-27,2016 연도
3927,전라남도,http://jndadohae.com,2016-05-27,2016 연도
3928,안양시시설관리공단,http://www.ansi.or.kr,2016-05-27,2016 연도
3929,청주교육대학교 교육연구원,http://eri.cje.ac.kr,2016-06-03,2016 연도
3930,대구광역시 동구,http://www.dgicare.kr,2016-06-03,2016 연도
3931,행정중심복합도시건설청 기반시설국,http://www.naacc.go.kr,2016-06-03,2016 연도
3932,강원도교육청,http://jinro.gwe.go.kr,2016-06-10,2016 연도
3933,세종특별자치시 의회사무처,http://council.sejong.go.kr/,2016-06-10,2016 연도
3934,관세청,http://unipass.customs.go.kr,2016-06-10,2016 연도
3935,서울특별시 중구,http://www.e-junggulib.or.kr/,2016-06-10,2016 연도
3936,기타,http://www.gnfs.go.kr,2016-06-10,2016 연도
3937,충청남도 천안시,http://allso365.cheonan.go.kr,2016-06-17,2016 연도
3938,경기도 성남시,http://www.wrgoun.es.kr,2016-06-17,2016 연도
3939,경기도 성남시,http://www.gomdan.es.kr,2016-07-01,2016 연도
3940,경기도 성남시,http://www.wiryehanbit.ms.kr,2016-07-01,2016 연도
3941,서울특별시 강서구,http://magok.gangseo.seoul.kr,2016-07-01,2016 연도
3942,한국산업인력공단,http://meister.hrdkorea.or.kr,2016-07-08,2016 연도
3943,강원도 춘천시,http://ccbomnae.or.kr,2016-07-08,2016 연도
3944,국토교통부,https://hs.necgis.go.kr,2016-07-08,2016 연도
3945,경기도 안산시,http://data.iansan.net,2016-07-08,2016 연도
3946,농촌진흥청 국립축산과학원,http://hanwoori.nias.go.kr,2016-07-08,2016 연도
3947,국가보훈처,http://job.mpva.go.kr,2016-07-08,2016 연도
3948,김천대학교,http://edulife.gimcheon.ac.kr,2016-07-15,2016 연도
3949,인천광역시 남동구 의회사무국,http://council.namdong.go.kr,2016-07-15,2016 연도
3950,목포대학교,http://ipp.mokpo.ac.kr,2016-07-15,2016 연도
3951,서울특별시 성북구,http://parking.sb.go.kr,2016-07-15,2016 연도
3952,경기도,http://www.osancouncil.go.kr,2016-07-22,2016 연도
3953,혜전대학,http://webhaksa.hj.ac.kr,2016-07-22,2016 연도
3954,(재)한국농림수산정보센터,http://m.agriedu.net,2016-07-22,2016 연도
3955,전라남도 보성군,http://art.boseong.go.kr,2016-07-29,2016 연도
3956,경기도교육청 경기도수원교육청 청명초등학교,http://cmschool.es.kr,2016-07-29,2016 연도
3957,경기도,http://women.icheon.go.kr,2016-08-05,2016 연도
3958,충청남도 홍성군,http://yongbong.go.kr,2016-08-05,2016 연도
3959,연천군시설관리공단,http://www.ycyc.or.kr,2016-08-05,2016 연도
3960,한국기계연구원,http://etsc.kimm.re.kr,2016-08-05,2016 연도
3961,인천광역시 부평구,http://council.icbp.go.kr/,2016-08-12,2016 연도
3962,충청북도 청주시 평생교육원 평생학습관,http://dingdong.cheongju.go.kr,2016-08-12,2016 연도
3963,보건복지가족부,http://stgm.childcare.go.kr,2016-08-12,2016 연도
3964,전라남도 보성군,http://www.boseongatopycenter.kr,2016-08-12,2016 연도
3965,세종특별자치시교육청,http://smart-i.sje.go.kr,2016-08-12,2016 연도
3966,경기도교육청 경기도시흥교육청,http://bgh.goesh.kr,2016-08-19,2016 연도
3967,조달청,http://ppstat.g2b.go.kr,2016-08-19,2016 연도
3968,충청남도 홍성군,http://edu.hongseong.go.kr,2016-08-19,2016 연도
3969,행정자치부,http://council.gbmg.go.kr/,2016-08-26,2016 연도
3970,한국과학기술정보연구원,https://hurims.ntis.go.kr,2016-08-26,2016 연도
3971,경기도 성남시,http://www.saechorongkids.kg.kr,2016-09-02,2016 연도
3972,충청북도,http://www.cmoa.or.kr,2016-09-02,2016 연도
3973,광주광역시교육청 광주광역시교육정보원,http://geris.gen.go.kr,2016-09-02,2016 연도
3974,한국보건복지인력개발원,http://work.jarip.or.kr,2016-09-02,2016 연도
3975,경기도 성남시,http://share.seongnam.go.kr,2016-09-09,2016 연도
3976,광주광역시교육청 광주광역시교육정보원,http://safe.gen.go.kr,2016-09-09,2016 연도
3977,경상남도 창녕군,http://cngc.go.kr,2016-09-09,2016 연도
3978,한국토지주택공사,http://myapt.molit.go.kr,2016-09-13,2016 연도
3979,경상북도 포항시 주민생활지원국 평생학습과,http://lifetimeedu.ipohang.org,2016-09-13,2016 연도
3980,특허청,http://www.ip-navi.or.kr,2016-09-13,2016 연도
3981,한국전문대학교육협의회,http://www.procollege.kr,2016-09-23,2016 연도
3982,서울특별시교육청,http://law.sen.go.kr,2016-09-23,2016 연도
3983,개인정보보호위원회,http://www.kopico.go.kr,2016-10-07,2016 연도
