,기관명,홈페이지주소,오픈일자,오픈연도
3984,전라북도교육청 전라북도임실교육청,http://jbime.go.kr/,2016-10-07,2016 연도
3985,전라북도교육청 전라북도무주교육청,http://jbmje.go.kr/,2016-10-07,2016 연도
3986,전라북도교육청 전라북도김제교육청,http://jbgje.go.kr/,2016-10-07,2016 연도
3987,경기도교육청 경기도성남교육청,http://www.wrjungang.es.kr,2016-10-14,2016 연도
3988,경기도교육청 경기도성남교육청,http://www.shin-bh.es.kr,2016-10-14,2016 연도
3989,외교부 문화외교국 문화교류협력과,http://www.publicdiplomacy.go.kr,2016-10-14,2016 연도
3990,한국의약품안전관리원,http://www.nims.or.kr,2016-10-14,2016 연도
3991,전라남도 혁신도시건설지원단,http://innocity.bitgaram.go.kr,2016-10-14,2016 연도
3992,한국지역정보개발원,http://www.invil.com,2016-10-17,2016 연도
3993,대구도시공사,http://www.duco.or.kr,2016-10-21,2016 연도
3994,제주특별자치도 서귀포시,http://www.seogwipo.go.kr,2016-10-21,2016 연도
3995,경기도 동두천시 문화체육과,http://childmus.ddc.go.kr,2016-10-21,2016 연도
3996,충청북도 괴산군,http://www.goesan.go.kr/,2016-10-21,2016 연도
3997,광주광역시교육청,http://englishbook.gen.go.kr,2016-10-21,2016 연도
3998,경찰청 경기도북부지방경찰청,http://www.ggbpolice.go.kr,2016-11-04,2016 연도
3999,(재)한국농림수산정보센터,http://login3.okdab.com,2016-11-04,2016 연도
4000,강원도,http://www.happy700edu.or.kr,2016-11-04,2016 연도
4001,경제인문사회연구회,http://www.nkis.re.kr,2016-11-04,2016 연도
4002,병무청,http://cert.mma.go.kr,2016-11-11,2016 연도
4003,미래창조과학부,http://ocs.msip.go.kr,2016-11-11,2016 연도
4004,중소기업기술정보진흥원,http://smtech.go.kr,2016-11-11,2016 연도
4005,서울특별시,http://cartax.seoul.go.kr,2016-11-11,2016 연도
4006,서울특별시,http://sso.dobong.go.kr,2016-11-11,2016 연도
4007,서울특별시,http://iseoul.seoul.go.kr,2016-11-11,2016 연도
4008,충청남도교육청,http://caelogin.kr,2016-11-11,2016 연도
4009,대한체육회,http://slims.sportal.or.kr,2016-11-18,2016 연도
4010,경기도 용인시 행정문화국 정보통신과,http://www.yongin.go.kr,2016-11-18,2016 연도
4011,경기도 군포시,https://traffic.gunpo.go.kr,2016-11-18,2016 연도
4012,경기도 연천군,http://library.yeoncheon.go.kr/,2016-11-18,2016 연도
4013,경기도 연천군,http://tour.yeoncheon.go.kr,2016-11-18,2016 연도
4014,도봉구시설관리공단,https://dobong.park119.com,2016-11-18,2016 연도
4015,경기도 여주군,http://www.yjlib.go.kr,2016-11-18,2016 연도
4016,경기도 안양시 행정지원국 정보통신과,http://sso.anyang.go.kr,2016-11-18,2016 연도
4017,한국토지주택공사,http://m.lh.or.kr,2016-11-25,2016 연도
4018,제주특별자치도,http://bojo.jeju.go.kr,2016-11-25,2016 연도
4019,전라북도 남원시 총무국 홍보전산과,http://eminwon.namwon.go.kr,2016-11-25,2016 연도
4020,환경부,http://cpoint.or.kr,2016-11-25,2016 연도
4021,국방부 국방부전산정보관리소,http://gunjong.mnd.go.kr,2016-12-02,2016 연도
4022,경기도 성남시,http://www.snlib.net,2016-12-02,2016 연도
4023,경상북도 의성군,http://welfare.usc.go.kr,2016-12-02,2016 연도
4024,경기도 화성시,http://www.hscity.go.kr,2016-12-02,2016 연도
4025,한국생산성본부,http://gtq.or.kr,2016-12-02,2016 연도
4026,한국방송통신대학교,http://ep.knou.ac.kr,2016-12-02,2016 연도
4027,문화체육관광부 국립중앙박물관 청주박물관,http://cheongju.museum.go.kr/,2016-12-09,2016 연도
4028,대전광역시 유성구 평생학습원,http://gplib.or.kr,2016-12-09,2016 연도
4029,부산광역시 금정구,http://www.geumjeong.go.kr,2016-12-09,2016 연도
4030,보건복지가족부,http://m.childcare.go.kr,2016-12-16,2016 연도
4031,한국체육산업개발주식회사,http://sports.ksponco.or.kr,2016-12-16,2016 연도
4032,부산광역시 북구 화명도서관,http://hmlib.bsbukgu.go.kr,2016-12-16,2016 연도
4033,안전행정부 기획조정실 정책기획관 정보통계담당관,http://emhu.mois.go.kr,2016-12-16,2016 연도
4034,대법원 법원행정처,http://gamjung.scourt.go.kr,2016-12-16,2016 연도
4035,강원도 고성군,http://www.gwgs.go.kr,2016-12-16,2016 연도
4036,한국관광공사,http://av.7luck.com,2016-12-23,2016 연도
4037,서울특별시 성동구,http://idp.sd.go.kr,2016-12-23,2016 연도
4038,문화체육관광부 국립중앙도서관,http://member.nl.go.kr,2016-12-23,2016 연도
4039,강원도 태백시,http://minbak.taebaek.go.kr,2016-12-30,2016 연도
4040,농촌진흥청 국립축산과학원,http://angr.nias.go.kr,2016-12-30,2016 연도
4041,경기도교육청 경기도부천교육청 부원초등학교,http://buwon.es.kr,2016-12-30,2016 연도
4042,경기도 경기도여성능력개발센터,http://www.womenpro.go.kr,2016-12-30,2016 연도
4043,신용보증재단중앙회,http://www.koreg.or.kr,2016-12-30,2016 연도
4044,한국광해관리공단,http://license.mireco.or.kr,2017-01-06,2017 연도
4045,기타,http://bepa.kr,2017-01-06,2017 연도
4046,충청남도교육청 충청남도평생교육원,http://www.cnall.or.kr,2017-01-06,2017 연도
4047,한국교육학술정보원,http://edss.moe.go.kr,2017-01-06,2017 연도
4048,대전광역시교육청,http://as.dje.go.kr,2017-01-06,2017 연도
4049,대한적십자사,https://www.bloodinfo.net,2017-01-13,2017 연도
4050,대통령실,http://www1.president.go.kr,2017-01-13,2017 연도
4051,국토해양부,http://kras.go.kr:444,2017-01-13,2017 연도
4052,제주대학교,http://dreamy.jejunu.ac.kr,2017-01-13,2017 연도
4053,한국산업기술평가관리원,http://pms.keit.re.kr,2017-01-13,2017 연도
4054,부산광역시,https://certify.busan.go.kr,2017-01-20,2017 연도
4055,경기도교육청 경기도용인교육청,http://124.138.129.158,2017-01-20,2017 연도
4056,경기도 광명시 지식정보사업소 중앙도서관관리과,http://www.gmlib.or.kr,2017-01-20,2017 연도
4057,숙명여자대학교,http://gpin.sookmyung.ac.kr,2017-01-20,2017 연도
4058,경상남도교육청 경상남도교육연구정보원,http://gnelib.gne.go.kr,2017-01-26,2017 연도
4059,강원도 원주시,http://yeyak.wonju.go.kr,2017-01-26,2017 연도
4060,서울특별시,http://traffic.gangnam.go.kr,2017-01-26,2017 연도
4061,국회 국회사무처,http://pal.assembly.go.kr,2017-01-26,2017 연도
4062,충청남도 아산시,http://sso.asan.go.kr,2017-01-26,2017 연도
4063,경기도 경기도여성능력개발센터,http://www.dream.go.kr,2017-01-26,2017 연도
4064,부산광역시교육청 부산광역시교육연구정보원,http://cyber.busanedu.net,2017-01-26,2017 연도
4065,충청남도 보령시,http://brcn.go.kr,2017-02-03,2017 연도
4066,문화체육관광부 국립국악원,http://www.gugak.go.kr,2017-02-03,2017 연도
4067,식품의약품안전청,http://minwon.mfds.go.kr,2017-02-03,2017 연도
4068,광주광역시교육청 광주광역시교육정보원,http://cyber.gedu.net,2017-02-03,2017 연도
4069,광주교육대학교,http://portal.gnue.ac.kr,2017-02-03,2017 연도
4070,경남대학교,http://www.kyungnam.ac.kr,2017-02-03,2017 연도
4071,서울특별시 서초구 건설교통국 주차관리과,http://traffic.seocho.seoul.kr,2017-02-10,2017 연도
4072,중소기업청,http://www.bizinfo.go.kr,2017-02-10,2017 연도
4073,강원도교육청,http://www.gwe.go.kr,2017-02-10,2017 연도
4074,서울특별시 용산구,http://traffic.yongsan.go.kr,2017-02-10,2017 연도
4075,산업통상자원부 기술표준원,https://standard.go.kr,2017-02-10,2017 연도
4076,에너지관리공단,http://ef.kemco.or.kr,2017-02-10,2017 연도
4077,경상북도 경산시,http://gbgs.go.kr,2017-02-10,2017 연도
4078,충주대학교,http://www.ut.ac.kr,2017-02-10,2017 연도
4079,문화재청 국립문화재연구소 연구지원과,http://www.nrich.go.kr/ppc,2017-02-10,2017 연도
4080,서울특별시 강남구,http://bike.gangnam.go.kr,2017-02-16,2017 연도
4081,농림축산식품부 농림축산검역본부,http://www.meatwatch.go.kr,2017-02-17,2017 연도
4082,기상청,http://minwon.kma.go.kr,2017-02-17,2017 연도
4083,울산광역시,http://umail.ulsan21.net,2017-02-17,2017 연도
4084,한국수출보험공사,http://cyber.ksure.or.kr,2017-02-17,2017 연도
4085,농촌진흥청 기획조정관 지식정보화담당관,http://sso.rda.go.kr,2017-02-17,2017 연도
4086,대구광역시,http://dudeuriso.daegu.go.kr,2017-02-24,2017 연도
4087,대구광역시 기획관리실 예산담당관,http://jumin.daegu.go.kr,2017-02-24,2017 연도
4088,유한대학,http://portal.yuhan.ac.kr,2017-02-24,2017 연도
4089,서울특별시,https://traffic.gwangjin.go.kr,2017-02-24,2017 연도
4090,경기도 과천시,http://traffic.gccity.go.kr,2017-02-24,2017 연도
4091,경기도교육청 경기과학고등학교,http://gs.hs.kr,2017-02-24,2017 연도
4092,인천광역시,http://sec.incheon.go.kr,2017-02-24,2017 연도
4093,평생교육진흥원,http://www.nile.or.kr,2017-02-27,2017 연도
4094,경기도 경기도여성능력개발센터,http://m.homelearn.go.kr,2017-03-03,2017 연도
4095,서울특별시,http://traffic.ydp.go.kr,2017-03-03,2017 연도
4096,서울특별시 마포구,http://traffic.mapo.go.kr,2017-03-03,2017 연도
4097,국방부 육군 육군본부,http://www.katc.mil.kr,2017-03-03,2017 연도
4098,전라북도 익산시 공공시설관리단 시립도서관,http://lib.iksan.go.kr,2017-03-03,2017 연도
4099,방송통신위원회,http://www.emsit.go.kr,2017-03-03,2017 연도
4100,대전광역시교육청,http://www.dje.go.kr,2017-03-03,2017 연도
4101,대한지적공사,http://market.nsdi.go.kr,2017-03-10,2017 연도
4102,부산광역시,http://cylib.busanjin.go.kr,2017-03-10,2017 연도
4103,대구광역시 북구,http://lib.buk.daegu.kr,2017-03-10,2017 연도
4104,서울특별시 노원구,https://traffic.nowon.kr,2017-03-10,2017 연도
4105,서울특별시 강동구,http://car.gangdong.go.kr,2017-03-10,2017 연도
4106,문화체육관광부 한국예술종합학교,http://www.karts.ac.kr,2017-03-10,2017 연도
4107,조달청,http://npis.g2b.go.kr,2017-03-10,2017 연도
4108,서울특별시,http://surveycp.seoul.go.kr,2017-03-10,2017 연도
4109,경기도교육청,http://udream.goe.go.kr,2017-03-17,2017 연도
4110,전라북도 완주군,http://rest.wanju.go.kr,2017-03-17,2017 연도
4111,대구광역시,http://startup.daegu.go.kr,2017-03-17,2017 연도
4112,대전광역시,http://bus-parking.daejeon.go.kr,2017-03-17,2017 연도
4113,서울특별시,http://www.seouljewelry.or.kr,2017-03-17,2017 연도
4114,신라대학교,http://www.silla.ac.kr,2017-03-17,2017 연도
4115,경기도 부천시,http://parking.bucheon.go.kr,2017-03-17,2017 연도
4116,경기도교육청 경기도수원교육청 동신초등학교,http://suwondongsin.es.kr,2017-03-17,2017 연도
4117,서울특별시,http://traffic.sd.go.kr,2017-03-17,2017 연도
4118,경기도 수원시,http://swmuseum.suwon.go.kr,2017-03-17,2017 연도
4119,경기도교육청 경기도평택교육청,http://www.jaran.es.kr,2017-03-17,2017 연도
4120,전라북도 무주군,http://tour.muju.go.kr,2017-03-21,2017 연도
4121,인천광역시,http://culture-tour.incheon.go.kr,2017-03-24,2017 연도
4122,울산광역시,http://tour.ulsan.go.kr,2017-03-24,2017 연도
4123,서울특별시 마포구,http://yeyak.maposc.or.kr,2017-03-24,2017 연도
4124,전라남도 무안군,http://getbol.muan.go.kr,2017-03-24,2017 연도
4125,국무총리실,http://www.odakorea.go.kr,2017-03-24,2017 연도
4126,인제대학교,http://www.inje.ac.kr,2017-03-24,2017 연도
4127,외교통상부,http://www.fta.go.kr,2017-03-24,2017 연도
4128,강원도,http://2018vol.or.kr,2017-03-31,2017 연도
4129,광주광역시교육청,http://518.gen.go.kr,2017-03-31,2017 연도
4130,강원도 화천군,http://healing.ihc.go.kr,2017-03-31,2017 연도
4131,농촌진흥청,http://www.nongsaro.go.kr,2017-03-31,2017 연도
4132,서울특별시 노원구,http://mw.nowon.kr,2017-03-31,2017 연도
4133,경기도 남양주시,http://lib.nyj.go.kr,2017-03-31,2017 연도
4134,서울특별시 강동구 의회사무국,http://council.gangdong.go.kr,2017-03-31,2017 연도
4135,강원도 영월군,http://ywhc.go.kr,2017-03-31,2017 연도
4136,국토해양부 국토해양인재개발원,http://edu.molit.go.kr,2017-04-07,2017 연도
4137,충청북도 증평군,http://lib.jp.go.kr,2017-04-07,2017 연도
4138,경기도 수원시,http://hsmuseum.suwon.go.kr,2017-04-07,2017 연도
4139,농림축산식품부,http://www.ipab.or.kr,2017-04-07,2017 연도
4140,전라남도 광양시,http://council.gwangyang.go.kr,2017-04-07,2017 연도
4141,한국수자원공사,http://www.kwater.or.kr/edu,2017-04-14,2017 연도
4142,충청남도 서산시,http://yeyak.seosan.go.kr,2017-04-14,2017 연도
4143,전라남도 여수시,http://bike.yeosu.go.kr,2017-04-14,2017 연도
4144,울산광역시,http://photo.ulsan.go.kr,2017-04-14,2017 연도
4145,서울특별시,http://cleanup.seoul.go.kr/sures,2017-04-14,2017 연도
4146,열린사이버대학교,http://ocu.ac.kr,2017-04-14,2017 연도
4147,지식경제부 우정사업본부 지식경제공무원교육원,http://lib.kpoti.go.kr,2017-04-14,2017 연도
4148,전라남도 목포시,http://www.mokpolib.or.kr,2017-04-21,2017 연도
4149,서울특별시,http://traffic.guro.go.kr,2017-04-21,2017 연도
4150,대구광역시,http://lectures.daegu.go.kr,2017-04-21,2017 연도
4151,전라북도 무주군,http://assem.muju.go.kr,2017-04-21,2017 연도
4152,행정자치부,http://www.gov.kr,2017-04-28,2017 연도
4153,한국지역정보개발원,http://local.gosi.go.kr,2017-04-28,2017 연도
4154,부산광역시 기장군 인재양성과,http://jglib.gijang.go.kr,2017-04-28,2017 연도
4155,기획재정부 국고국 국유재산과,http://www.k-pis.go.kr,2017-04-28,2017 연도
4156,경기도 안양시 상하수도사업소,http://waterpay.anyang.go.kr,2017-04-28,2017 연도
4157,대전광역시,http://www.koreamusic.go.kr,2017-05-12,2017 연도
4158,한국고전번역원,http://itkc.ubstory.co.kr,2017-05-12,2017 연도
4159,환경부,https://www.alarm.or.kr,2017-05-12,2017 연도
4160,한국생산성본부,http://www.topec.or.kr,2017-05-12,2017 연도
4161,강원도,http://returnfarm.gwd.go.kr,2017-05-12,2017 연도
4162,문화체육관광부,http://www.asiaculturecity.com,2017-05-19,2017 연도
4163,대구광역시환경시설공단,http://www.dgeic.or.kr,2017-05-19,2017 연도
4164,한국토지주택공사,http://namc.molit.go.kr,2017-05-19,2017 연도
4165,산업통상자원부,http://www.motie.go.kr,2017-05-25,2017 연도
4166,강원도,http://gwgc.gwd.go.kr,2017-05-25,2017 연도
4167,기상청,http://jbsci.kma.go.kr,2017-05-25,2017 연도
4168,한국보건복지인력개발원,https://plat.kohi.or.kr,2017-06-02,2017 연도
4169,인천광역시교육청 인천광역시교육과학연구원,http://cyber.edu-i.org,2017-06-02,2017 연도
4170,국무조정실 온실가스종합정보센터,http://master.gir.go.kr,2017-06-02,2017 연도
4171,충청북도 음성군,http://www.esart.go.kr,2017-06-02,2017 연도
4172,외교부 문화외교국 문화교류협력과,http://www.p2pdc.or.kr,2017-06-08,2017 연도
4173,충청북도 음성군,http://scholarship.eumseong.go.kr,2017-06-08,2017 연도
4174,서울특별시 광진구 복지환경국 가정복지과,http://www.gjcare.go.kr,2017-06-08,2017 연도
4175,경기도 고양시,http://wcenter.goyang.go.kr,2017-06-08,2017 연도
4176,경기도 여주시 수도사업소,http://www.yeoju.go.kr/water,2017-06-16,2017 연도
4177,강원도,http://www.gwombudsman.co.kr,2017-06-16,2017 연도
4178,헌법재판소,http://kids.ccourt.go.kr,2017-06-16,2017 연도
4179,산림청 산림인력개발원,http://fotilms.forest.go.kr/,2017-06-23,2017 연도
4180,경기도 포천시 총무국 평생학습과,http://edu.pocheon.go.kr,2017-06-23,2017 연도
4181,중앙선거관리위원회,https://www.nesdc.go.kr,2017-06-23,2017 연도
4182,대구광역시,http://fulldress.daegu.go.kr,2017-06-30,2017 연도
4183,충청남도교육청 충청남도학생수련원,http://cnstc.or.kr,2017-06-30,2017 연도
4184,제주특별자치도 제주시,http://culture.jejusi.go.kr/,2017-06-30,2017 연도
4185,경상북도 영천시 의회사무국,http://council.yc.go.kr,2017-07-07,2017 연도
4186,국회 국회사무처,http://culture.assembly.go.kr,2017-07-07,2017 연도
4187,경기도교육청 경기도광주하남교육청,http://midam.kg.kr,2017-07-14,2017 연도
4188,서울특별시교육청,http://www.kkulbaksa.com,2017-07-14,2017 연도
4189,서울특별시 행정1부시장,http://science.seoul.go.kr,2017-07-14,2017 연도
4190,경상북도 김천시 시립도서관,http://www.gcl.go.kr,2017-07-21,2017 연도
4191,대구광역시환경시설공단,http://www.evdaegu.or.kr,2017-07-21,2017 연도
4192,한국생산성본부,http://swcoding.kpc.or.kr,2017-07-28,2017 연도
4193,강원도,http://clc.chuncheon.go.kr,2017-07-28,2017 연도
4194,경상남도교육청 경상남도교육연구정보원,http://www.gerii.go.kr,2017-08-04,2017 연도
4195,문화체육관광부 국립중앙도서관 국립어린이청소년도서관,http://www.nlcy.go.kr,2017-08-04,2017 연도
